seed,Beh_Mic,Beh_Mac,His_Mic,His_Mac,Lat_Mic,Lat_Mac,Site_Mic,Site_Mac,Subs_Mic,Subs_Mac,model
0,0.9781708599342962,0.9137542494412432,0.7886311383451309,0.3684428114770989,0.9191833818816628,0.5470391483504576,0.9287572130743418,0.7048392830272725,0.6878116022961096,0.3601410335013195,276models
1,0.9773910681135578,0.9124067048804304,0.789199631737024,0.37305915931514466,0.9187708468539172,0.541099044776396,0.929345830126125,0.7079601322675412,0.6902113487379951,0.3514575075645901,276models
2,0.9784425293428116,0.9122546826639878,0.7896624759144946,0.3762267992453282,0.918468991955567,0.5558649141054599,0.9291848408470048,0.7074230220682379,0.6888982799301709,0.35220876595021017,276models
3,0.9780400561450112,0.9116139349670002,0.7876652026704095,0.34229189083593464,0.9179960859481512,0.5455923890183725,0.9287873985641768,0.7000751921228902,0.6856332161130144,0.3311737057568576,276models
4,0.9781708599342962,0.8987481644939939,0.7894813629754843,0.37034074313721943,0.9185494865951271,0.5514186471901515,0.9287119348395892,0.7095789282801624,0.6885159303922604,0.3500964485844065,276models
5,0.9775470264777056,0.8851303444240801,0.7857786095557199,0.339234788398726,0.9189418979629824,0.5454802537188742,0.9272730931574524,0.6962893521664795,0.6872431089042164,0.3303887654019437,276models
6,0.9782714782337464,0.9064542527764468,0.7892046626519965,0.3773222367079391,0.9191783509666904,0.5552263489764478,0.9285710692203591,0.7062444998427134,0.688520961307233,0.3533637368786977,276models
7,0.9772502024943276,0.9007706523772104,0.7899140216631199,0.37924272205365,0.9176087054952684,0.5408110222285228,0.928530821900579,0.6982693785705304,0.6872179543293538,0.3452961880206872,276models
8,0.9775269028178156,0.9098953327654526,0.7891090752675191,0.37443464371247176,0.9190525780923776,0.5470589175378022,0.9286515638599192,0.7095243472671628,0.6877965095511921,0.3499629389299504,276models
9,0.9781708599342962,0.912177618422813,0.7873784405169768,0.3377967457699362,0.9196210714842707,0.5573697506326681,0.9283698326214588,0.7039113999062121,0.6873739126935016,0.3316520481959521,276models
10,0.9782060763391038,0.9043214998880398,0.7870464001287915,0.3380649575215012,0.9189519597929277,0.5568199788732551,0.9287521821593692,0.7087181734848392,0.6843201473051904,0.3255317760942806,276models
11,0.9779042214407534,0.9102374831671364,0.7872778222175267,0.33334169989054685,0.918519301105292,0.5431957936843346,0.9286666566048368,0.7087840027689576,0.685230742915214,0.3348092317989745,276models
12,0.9780199324851212,0.9035388719537198,0.7875595534559872,0.3333537619946463,0.9187155067892198,0.548599100354324,0.9278315247194008,0.7016786808465206,0.6866243063625982,0.3291672931273691,276models
13,0.9781708599342962,0.9072210763458282,0.7873180695373068,0.33915330681480815,0.91887649606834,0.5408868561334206,0.927766122824758,0.6970495975800761,0.6839931378319775,0.3285945058746109,276models
14,0.9773759753686404,0.9047567751242824,0.7906233806742432,0.37270322879500056,0.91893686704801,0.5483073469714469,0.9289685115031869,0.7072357913517435,0.6892906912980263,0.3402781038837163,276models
15,0.9784123438529766,0.9127921591966501,0.7894914248054293,0.3764069076465076,0.9186752594694396,0.5443165040436599,0.9288729241187096,0.6972885613362131,0.6875499947175393,0.3517822221794655,276models
16,0.9783217873834714,0.9147409481232412,0.7868451635298911,0.3377213431313404,0.9184136518908694,0.5503210176638135,0.9286616256898642,0.7037844958943549,0.6882945701334702,0.3295124520761313,276models
17,0.9775721810525679,0.9021813747162808,0.7879117175040625,0.3353110487006321,0.91887649606834,0.5511120860828911,0.9275497934809404,0.6958496402741461,0.6868305738764711,0.33314804545617555,276models
18,0.9775419955627329,0.8806418399315789,0.7887367875595535,0.34082078364108226,0.9183884973160068,0.5514198622938137,0.9277711537397306,0.7069707316553694,0.6885863632018755,0.33380951423245186,276models
19,0.977889128695836,0.9081844203168103,0.7871268947683515,0.33872661199665655,0.9187909705138072,0.5431821791353896,0.9286163474551116,0.6996509434111481,0.6860205965658974,0.3286329364157226,276models
20,0.9782362618289387,0.914371557037856,0.7885405818756258,0.3788716609707839,0.9183230954213644,0.5496025376740498,0.9281484723626686,0.7019230663955932,0.6873135417138315,0.3498721371833402,276models
21,0.9786538277716568,0.90790972738271,0.7893052809514466,0.37173880891043426,0.9181268897374364,0.5448225322254571,0.9284503272610191,0.7048104505458433,0.6887624452259132,0.3514555359162366,276models
22,0.977511810072898,0.9081338089580347,0.7905328242047381,0.3839053211733707,0.9183281263363368,0.5420661901799522,0.928319523471734,0.6999641592111459,0.6884454975826454,0.3474008468238044,276models
23,0.9780953962097086,0.9121851335584404,0.7893203736963642,0.37722369349113904,0.9182878790165568,0.5509444414023985,0.9280428231482459,0.7064137473414296,0.6885763013719305,0.3512013248127538,276models
24,0.978377127448169,0.9103814568993306,0.7876450790105196,0.3392249297927951,0.9188412796635324,0.5422789915014979,0.9286213783700842,0.7005358813252635,0.6882996010484427,0.33532405388185743,276models
25,0.9778036031413032,0.9074752732539204,0.7873281313672518,0.3383528898812915,0.9184840847004844,0.5385299526094424,0.9277610919097856,0.6958210389447241,0.6874996855678143,0.3235941161037669,276models
26,0.9779243451006434,0.8957706243315202,0.789249940886749,0.3716211886685111,0.918509239275347,0.5460064926805651,0.9279120193589608,0.7048184390571024,0.6854521031740043,0.3514693298706568,276models
27,0.9783620347032514,0.9147299077019949,0.7889732405632613,0.3746247744941528,0.9177898184342788,0.5465283621615957,0.928540883730524,0.7124148977866319,0.6880279316399274,0.3454619208726259,276models
28,0.9775419955627329,0.90713996293154,0.7915490690291843,0.3805279596629621,0.9193795875655906,0.5524506706480865,0.928500636410744,0.7052105447245309,0.6862822041444677,0.3506373404310809,276models
29,0.9775067791579256,0.9099636710499848,0.7906887825688858,0.3681358367040703,0.918041364182904,0.5390221020518879,0.9294112320207676,0.7065737438404357,0.6896126698562668,0.3473251283889496,276models
30,0.9766615854425444,0.8989518167786579,0.7887267257296084,0.3457307494777492,0.9180011168631238,0.5420378311415566,0.9287270275845068,0.7022311844092325,0.6874795619079241,0.33713134948049917,276models
31,0.9778036031413032,0.9147066923742307,0.7899743926427899,0.3703542367905587,0.9183432190812544,0.5420816798638003,0.9286716875198092,0.7047336920110734,0.6898642156048921,0.3516857290300747,276models
32,0.9781607981043512,0.9158604702448019,0.7885154273007632,0.3789956211946189,0.9182224771219142,0.5561366787628675,0.9287471512443968,0.6997937766602683,0.6877462004014671,0.3560523616946275,276models
33,0.9781457053594336,0.8990928420184492,0.7910409466169612,0.3788367003878699,0.9183884973160068,0.5380782335063482,0.9278264938044282,0.703830260242551,0.6888026925456933,0.3504428106455477,276models
34,0.9772099551745476,0.8952325731762695,0.7902762475411403,0.3795168797338383,0.9189972380276801,0.5380619508795329,0.9286415020299742,0.7006259554823807,0.6871575833496838,0.3495873087061314,276models
35,0.9773910681135578,0.9132922441730236,0.7898385579385323,0.3718891947818721,0.9186802903844122,0.5439414753339945,0.9294313556806576,0.7064105898360588,0.689346031362724,0.3490953587379414,276models
36,0.9778086340562758,0.9117349485708176,0.7872476367276918,0.3381345336403411,0.9181570752272716,0.5408314558791807,0.9286817493497542,0.6998137811080063,0.6890693310392361,0.3330185689357579,276models
37,0.9780048397402036,0.9176386493824368,0.7913931106650368,0.3856524014300177,0.9191531963918276,0.5535944651581759,0.928797460394122,0.7075777870413185,0.6867752338117733,0.3488162262669153,276models
38,0.9779394378455608,0.9087366299815788,0.7861659900086029,0.3412171518126995,0.9188060632587248,0.5245699037153744,0.9284654200059363,0.6959928761140226,0.6868154811315534,0.32796142511915866,276models
39,0.9773960990285304,0.9080818571845024,0.7891191370974641,0.3721202064431437,0.9181872607171064,0.5510848009223795,0.9286616256898642,0.7120092897417869,0.6881587354292125,0.3548003904939145,276models
40,0.9780048397402036,0.9021558008967534,0.7880525831232926,0.3407239723965917,0.9188412796635324,0.5396904143558128,0.928183688767476,0.697363859995385,0.6868708211962509,0.3309115886075477,276models
41,0.9781708599342962,0.91676842587239,0.7889279623285087,0.37240862022772814,0.9186501048945772,0.5526192809128885,0.9284352345161014,0.7021174188096195,0.687308510798859,0.34995897526875397,276models
42,0.977612428372348,0.9040167502615258,0.78585910419528,0.3344043859416289,0.9186199194047422,0.5314942039494299,0.9286565947748916,0.7002904275905827,0.6867651719818283,0.3289877889186958,276models
43,0.977531933732788,0.9038694580146288,0.7850591887146515,0.3351894908694827,0.9185947648298796,0.5322041467380333,0.9278969266140432,0.6925093742936543,0.6866393991075157,0.3295196937439388,276models
44,0.9775973356274306,0.9107132836881928,0.7907189680587209,0.3744953478096873,0.9184538992106496,0.550682128517044,0.9292854591464552,0.7014791504473147,0.6888278471205558,0.34988385584614945,276models
45,0.9776778302669906,0.9036621555964854,0.790004578132625,0.37049268402632146,0.9190626399223224,0.5521202559743682,0.9282289670022288,0.6945032740115763,0.6882442609837451,0.35156953144539416,276models
46,0.977491686413008,0.8791110929969455,0.7872526676426642,0.3333630290398866,0.9186299812346872,0.5466675525118883,0.9292049645068948,0.7009136886343151,0.6854521031740043,0.33055106619623337,276models
47,0.977672799352018,0.8872717211348763,0.7894360847407318,0.3725756204705116,0.9183532809111992,0.555719793509187,0.928837707713902,0.7034019659688311,0.6877311076565495,0.3463856479139419,276models
48,0.9780149015701486,0.9082339797685184,0.7867847925502212,0.3401502100706782,0.9187758777688898,0.5296235197628313,0.9275397316509952,0.6973130307318206,0.6870972123700138,0.32798627279248704,276models
49,0.9775621192226229,0.8890110157675959,0.7867093288256334,0.33029104641685025,0.9192387219463604,0.5459601380245208,0.928103194127916,0.7001573460745352,0.68817382817413,0.33588842530425395,276models
50,0.9779344069305884,0.9066186047039356,0.7905277932897656,0.38647600293351936,0.9182275080368868,0.5479952324957426,0.9289282641834068,0.7092341636890551,0.6887926307157483,0.3498465868257475,276models
51,0.9776627375220732,0.9126367667339595,0.789219755396914,0.3749160686506209,0.9177395092845536,0.5432042095280875,0.9275900408007204,0.7024245394449988,0.686971439495701,0.35378672160784014,276models
52,0.9764201015238642,0.8974534972803457,0.7862565464781079,0.333985024303601,0.9173420670017256,0.5250273389752925,0.9281685960225586,0.697991309975044,0.6871877688395188,0.33471206890880106,276models
53,0.97719486242963,0.9104968695250126,0.7883041288719179,0.3754017125853366,0.9181470133973264,0.5489794278117198,0.9290590679726922,0.7088259411499201,0.6880027770650649,0.3548414344774538,276models
54,0.978306694638554,0.8986339664918891,0.7864275975871731,0.33334823098783706,0.9198374008280886,0.5476389842591449,0.9277359373349232,0.6909968906739608,0.686493502573313,0.3344580571097983,276models
55,0.9783821583631416,0.906810421079512,0.790839710018061,0.3733965604230458,0.9190827635822127,0.5516728202918334,0.9291043462074448,0.7079106928306759,0.6886920124162982,0.34690215384079637,276models
56,0.9774765936680904,0.9051091355044528,0.7909302664875661,0.3793054765347676,0.9182576935267216,0.5531771695011358,0.9282742452369812,0.7041904022059527,0.6858495454568322,0.3477907739466681,276models
57,0.9766313999527094,0.9059402447766784,0.7867596379753585,0.3335570974784729,0.9194298967153156,0.5419030482133836,0.9285911928802492,0.6995956762798814,0.6878015404661646,0.3368020861293431,276models
58,0.9780803034647912,0.9158388184722428,0.7894713011455394,0.3834600181230075,0.9181671370572166,0.5419755886370544,0.9283849253663764,0.7005930369259463,0.6881637663441851,0.3462312645220057,276models
59,0.9763043904794964,0.9089461932734442,0.7894209919958143,0.3736969577899736,0.9192387219463604,0.5436788759278179,0.9287873985641768,0.7034864843050848,0.6881889209190476,0.35472635349709436,276models
60,0.9781457053594336,0.8973312604883352,0.7896574449995221,0.3812522194385286,0.9185746411699895,0.5349298679631593,0.928520760070634,0.7090090734443331,0.6879776224902023,0.35630742702468426,276models
61,0.977949499675506,0.887681778472188,0.7878161301195848,0.3350173016813385,0.91901736168757,0.5333421510525785,0.9277812155696756,0.6946876889575337,0.6871927997544913,0.3293092140194053,276models
62,0.9782161381690488,0.8989118827414637,0.7905931951844082,0.37385804416178,0.9188614033234224,0.5558099344675154,0.9288276458839568,0.706664340818267,0.6884404666676729,0.34805937681728477,276models
63,0.9774061608584752,0.9134818633614196,0.7912623068757515,0.3773361392327922,0.9188110941736972,0.5451222755633899,0.9285962237952216,0.7039420972848077,0.6882845083035252,0.35007388539121237,276models
64,0.9771797696847124,0.9037910757468266,0.788802189454196,0.34035940462809317,0.9193795875655906,0.5431567634015306,0.9278013392295656,0.7025988006067708,0.6861111530354026,0.3285828380319883,276models
65,0.9773206353039428,0.9015685257171012,0.787141987513269,0.3348937666808458,0.9191230109019928,0.5432342490159179,0.9269913619189922,0.6917382862093475,0.6856885561777121,0.3330299609862538,276models
66,0.9779545305904784,0.9137225502208792,0.7893203736963642,0.3776602353843189,0.9180816115026841,0.5443682934859274,0.9282591524920636,0.7050408049113951,0.6885259922222055,0.35325613549169704,276models
67,0.9774816245830628,0.8947468908418152,0.7857182385760498,0.3337029040909826,0.918509239275347,0.5413327229286972,0.9283446780465964,0.6890454027432555,0.6863526369540829,0.3267896206673532,276models
68,0.97715461510985,0.9128389319202806,0.7872828531324992,0.3265971857107092,0.9185645793400444,0.5469035648540072,0.9284855436658264,0.6987863897768429,0.6876757675918519,0.3326885404189738,276models
69,0.9777482630766058,0.9069803165933564,0.7874237187517293,0.3348306294141157,0.9180463950978764,0.5327337957253945,0.9281786578525036,0.6961736472081655,0.6861463694402101,0.3320526616917864,276models
70,0.9778287577161658,0.9072025431077096,0.7861358045187679,0.3274811430446555,0.918509239275347,0.532349095933709,0.928359770791514,0.703035853125396,0.6882090445789376,0.3331619650286868,276models
71,0.977672799352018,0.9083548988037464,0.7850491268847065,0.32831298036784906,0.9192437528613328,0.5421591462702191,0.9291144080373898,0.7036840199990932,0.6875902420373193,0.332111154279479,276models
72,0.9776275211172656,0.9061308874331586,0.7865282158866234,0.3311817881514836,0.9193997112254806,0.5421696095248184,0.9281937505974212,0.6987014087528097,0.6878367568709721,0.33479999926163817,276models
73,0.9779645924204236,0.9072160749562148,0.7853560126980293,0.3329889306731735,0.9198927408927862,0.5453344787118171,0.9291395626122524,0.6995354598879252,0.6883046319634152,0.3336912978857858,276models
74,0.9761383702854038,0.9000739119133737,0.7854717237423969,0.3339672234273148,0.9189418979629824,0.5376027969620201,0.9275196079911052,0.6931580798951059,0.6877914786362196,0.3348830794327315,276models
75,0.9781909835941864,0.9129971664930742,0.7913478324302841,0.3789240145629849,0.9192840001811128,0.5453103505585013,0.9289031096085444,0.7050829411581868,0.6882492918987176,0.3509965022956102,276models
76,0.9778740359509184,0.9115452805808798,0.789677568659412,0.3653947158257496,0.9182476316967768,0.5560014868059825,0.9289081405235171,0.7046276743472412,0.6880581171297624,0.35520328179689586,276models
77,0.9781607981043512,0.9163279229863148,0.7897530323839996,0.3761019574638656,0.918519301105292,0.5575033572968761,0.9279321430188509,0.7037498894778038,0.6865991517877357,0.3482686698491653,276models
78,0.977491686413008,0.9015428836076222,0.7892650336316666,0.36483743399094454,0.9181872607171064,0.5412097229230365,0.9274491751814904,0.6999228783490551,0.6876304893570994,0.35584162872858877,276models
79,0.9779595615054509,0.9059897661664018,0.7878513465243925,0.3374412543720949,0.9183331572513092,0.5611748303926957,0.928103194127916,0.697486346961892,0.6874996855678143,0.33073552096351,276models
80,0.9780601798049012,0.914903437074605,0.7896423522546046,0.37291724539157706,0.918448868295677,0.5464189917780184,0.9291496244421972,0.7022778297630056,0.6881235190244049,0.3466422767125383,276models
81,0.9780953962097086,0.9171999306317746,0.7872979458774167,0.34048841883326036,0.9187507231940272,0.554271783905231,0.9278717720391808,0.6981907484565166,0.6863224514642478,0.32917725870698183,276models
82,0.978070241634846,0.9136853150413162,0.7893203736963642,0.3757049784337488,0.9174477162161482,0.5416762503612952,0.9285459146454966,0.7026283128816607,0.6876556439319619,0.34561896404640285,276models
83,0.977949499675506,0.9143859920734472,0.791297523280559,0.3799796430337018,0.9182878790165568,0.5495449032994086,0.9283547398765414,0.7084193761677439,0.6890039291445935,0.35719272742644015,276models
84,0.9777784485664408,0.9122062060299744,0.7881330777628527,0.3394462376150559,0.9184790537855122,0.5408908179809887,0.9289785733331322,0.70285886979717,0.6875902420373193,0.3278124219247716,276models
85,0.978090365294736,0.913759237666692,0.7890537352028213,0.3770100581457425,0.9185343938502096,0.5480093112121652,0.928420141771184,0.7069577586161216,0.6891749802536588,0.349284755126574,276models
86,0.977692923011908,0.8965434340152831,0.7894360847407318,0.37293039197026623,0.9185897339149072,0.5495270643457981,0.9287924294791494,0.7052116455911955,0.6880078079800374,0.3504490325003528,276models
87,0.9765307816532592,0.9096569450036528,0.7880374903783751,0.3434585213354059,0.9186853212993848,0.5535854672547574,0.928837707713902,0.7004862327964596,0.6907094093202729,0.3326204459883135,276models
88,0.9779947779102586,0.9001607814439851,0.7868451635298911,0.33219602372741075,0.9187607850239724,0.5395757678103303,0.928183688767476,0.6960959641718647,0.6876003038672643,0.3324141039731353,276models
89,0.9779042214407534,0.9046064507352138,0.7859848770695926,0.3409452709418793,0.9189469288779549,0.5423514161605385,0.9281887196824486,0.6976771101408834,0.6876003038672643,0.33190537652696395,276models
90,0.9776828611819632,0.91215452721515,0.7877557591399148,0.33393075070621475,0.9186098575747972,0.5420259280089871,0.927745999164868,0.6962135599016057,0.6860155656509249,0.32953183248190404,276models
91,0.9770892132152076,0.9000883478918168,0.7869558436592863,0.33890324445432085,0.9190022689426526,0.5345189614731749,0.9272730931574524,0.6995957615229994,0.6872732943940515,0.33111444875167695,276models
92,0.9781658290193236,0.8994334157605,0.7866087105261834,0.33344951492241737,0.9195103913548756,0.5439909924032014,0.928847769543847,0.6979157108141401,0.6880631480447349,0.33671378296060694,276models
93,0.9782815400636914,0.9118939020614204,0.7901253200919651,0.3809390759858769,0.9183080026764469,0.549850915330419,0.9290087588229672,0.7092959585138825,0.6879222824255047,0.3557450916064019,276models
94,0.9781859526792138,0.9135372248472484,0.7895467648701271,0.3756105145202486,0.91676854269486,0.5519842841352768,0.92945651025552,0.7098984158778612,0.6880681789597074,0.35673621947554496,276models
95,0.9783318492134164,0.9071434461486814,0.7878815320142274,0.3376469840315348,0.9192085364565252,0.5413505187300381,0.9279321430188509,0.6970071403552801,0.6874946546528418,0.33472999263282094,276models
96,0.9777180775867708,0.9145428369899844,0.7877607900548873,0.3385114127062209,0.9189720834528176,0.5438744266851135,0.9281685960225586,0.6959062668973196,0.6876908603367694,0.3299478420756627,276models
97,0.9779796851653412,0.9111462100898604,0.7863471029476131,0.3391441661908636,0.9182375698668316,0.5401830539476432,0.9278969266140432,0.6947749125165678,0.6864230697636979,0.328319978218631,276models
98,0.9776073974573756,0.9145822380282508,0.7898435888535048,0.3787513979213007,0.9185645793400444,0.5503254579234439,0.9283446780465964,0.6999490874682531,0.6883951884329202,0.34920077823872336,276models
99,0.9785481785572342,0.9153037807183791,0.7913226778554215,0.38600084816381863,0.9177495711144986,0.5541123252146639,0.928948387843297,0.708860245551603,0.6871626142646563,0.3507587594044079,276models
100,0.9787695388160244,0.9109870959458416,0.7913226778554215,0.38129441156434307,0.9183281263363368,0.5360882072768219,0.9285811310503042,0.7087761226031962,0.687268263479079,0.3511621942302571,276models
101,0.9783117255535264,0.9127335119431748,0.787111802023434,0.3400320152763765,0.9192135673714978,0.5422966950734955,0.9290892534625272,0.7028892349499877,0.6878971278506422,0.32792016238188443,276models
102,0.9774615009231729,0.9107917604308958,0.7893505591861993,0.373465305086182,0.918509239275347,0.5457117217319495,0.9289735424181595,0.7070633409132381,0.689376216852559,0.35355129715177774,276models
103,0.9778337886311383,0.9128752367092416,0.7875545225410147,0.3392656545491536,0.9185746411699895,0.5547402472039474,0.928540883730524,0.7122574426497751,0.6902314723978851,0.3447542142613163,276models
104,0.9779847160803136,0.9136705967060768,0.7874136569217843,0.3401293492085894,0.9183029717614742,0.5501644668752134,0.9278415865493456,0.7015783037451151,0.6884002193478928,0.3412319417574971,276models
105,0.977491686413008,0.8862446603013892,0.7901705983267177,0.385818896900096,0.9185343938502096,0.5568194507730813,0.9280428231482459,0.7007388418405608,0.6884756830724804,0.3564290858835296,276models
106,0.9779746542503686,0.9147465568931435,0.7892096935669689,0.3692900276500324,0.9187859395988348,0.547951944837971,0.9283245543867064,0.7034937556876856,0.6879927152351198,0.35595635372904316,276models
107,0.9781758908492688,0.902419158980196,0.789260002716694,0.3732546512250539,0.9180816115026841,0.5523952781971811,0.92941626293574,0.7077544595264891,0.6899346484145071,0.3582295099500559,276models
108,0.9776275211172656,0.9174916512845264,0.7887418184745258,0.3710256476764812,0.9184287446357868,0.5474924699313514,0.9295671903849152,0.7030701834654206,0.6889435581649235,0.34626502457786495,276models
109,0.977949499675506,0.9114430351977114,0.7902158765614703,0.36758893714241575,0.9184035900609244,0.5517059053039862,0.928304430726816,0.7006152216713313,0.6884605903275629,0.3463586475339698,276models
110,0.9776577066071006,0.9153656353679018,0.7879620266537876,0.3652419815476502,0.9187758777688898,0.5369610452083105,0.9290439752277748,0.7121288503731691,0.6888680944403358,0.35214659481447835,276models
111,0.9774816245830628,0.8971011604014837,0.7893606210161442,0.3748211154305678,0.9175734890904608,0.5407940335790635,0.9282792761519536,0.6984686763673895,0.6882191064088826,0.3498505372599568,276models
112,0.9781356435294888,0.9109641131980699,0.7895266412102369,0.3753972140484502,0.9182224771219142,0.5413846085071319,0.9281283487027786,0.6931265946152836,0.6881033953645149,0.35438689799884715,276models
113,0.9781406744444612,0.9101250048564932,0.7871570802581865,0.336739296197563,0.9195053604399032,0.5439721843408046,0.9288075222240668,0.7016619320318781,0.6881335808543501,0.33191947552890216,276models
114,0.9783167564684988,0.9048987600683428,0.7903718349256178,0.37894432517796334,0.9188312178335872,0.5494520880401359,0.9286716875198092,0.7046673354820814,0.6893410004477515,0.35285499157484235,276models
115,0.9779243451006434,0.9049841969514936,0.790024701792515,0.3823622662636163,0.9186400430646322,0.5511543600379658,0.9281937505974212,0.7076045136211233,0.6896026080263218,0.35833007698239644,276models
116,0.9782312309139664,0.9060154275398332,0.7884248708312581,0.34596326296638485,0.9187054449592748,0.5463151985277058,0.9279019575290158,0.6957401755451246,0.6873236035437765,0.3321705401719973,276models
117,0.9780350252300386,0.9040356108354184,0.7909151737426485,0.37585885826072335,0.9191028872421028,0.5531464694149111,0.9283648017064864,0.7021415146078033,0.6881486735992675,0.3531310953198818,276models
118,0.9773306971338878,0.9060411285781672,0.7901756292416902,0.3780751347343118,0.9190877944971853,0.5534423536395031,0.9287069039246167,0.7055504748716427,0.6876556439319619,0.3549376340177006,276models
119,0.977612428372348,0.9106636663100718,0.7904322059052881,0.3757214472134885,0.917940745883454,0.5492581399485341,0.9290942843774996,0.7050868476049105,0.6868557284513335,0.34915045200812894,276models
120,0.9779444687605334,0.9118687335622204,0.7870564619587365,0.33281409766602843,0.9182275080368868,0.5395879834015133,0.928540883730524,0.6989221699391586,0.688581332286903,0.3316742010636237,276models
121,0.9781155198695988,0.9120296259733756,0.7899391762379823,0.3737133771350352,0.9188312178335872,0.5427314604040858,0.9284151108562114,0.6998888901231498,0.6882643846436352,0.34913230804941003,276models
122,0.977491686413008,0.9068201259141506,0.7866590196759085,0.3301292515871617,0.919334309330838,0.5462373486069761,0.9281987815123935,0.7009270299293853,0.6884756830724804,0.32858599295736685,276models
123,0.9772854188991352,0.8940594757024031,0.7862464846481629,0.3333755572782421,0.9189117124731476,0.5478914813536406,0.9282843070669262,0.6980084570153935,0.686503564403258,0.32165246828434285,276models
124,0.9775671501375957,0.8991057132664196,0.7905328242047381,0.37326869599730494,0.91885637240845,0.5508242368389783,0.9288024913090944,0.7087850661437867,0.6888328780355283,0.35825998464300063,276models
125,0.9777885103963858,0.9085241239694064,0.7888273440290584,0.3726044888388626,0.9191028872421028,0.5333872572549619,0.9278214628894556,0.6964771902773618,0.6878116022961096,0.35023546767468483,276models
126,0.9777432321616332,0.9087490825624936,0.7884248708312581,0.34233356343471505,0.9187255686191648,0.5457740670147782,0.9285257909856064,0.7083189999780356,0.6872280161592988,0.33168147065419984,276models
127,0.9780149015701486,0.914230649755998,0.7886009528552959,0.3694153936807989,0.918468991955567,0.5439968522835773,0.9292452118266751,0.7047483593577758,0.6880631480447349,0.3454471653873909,276models
128,0.9778941596108084,0.9064451673040218,0.787428749666702,0.3403398034273938,0.9184287446357868,0.5410523860655175,0.9272328458376724,0.6890658247179573,0.6874141600132816,0.32876052523360083,276models
129,0.9776577066071006,0.9079557738110852,0.7869759673191763,0.33511586887920836,0.9181570752272716,0.5424375931668382,0.9277761846547032,0.6910991909334279,0.6869563467507835,0.33403159895949763,276models
130,0.9777029848418533,0.870790922079508,0.7882035105724678,0.33391949337233495,0.9183532809111992,0.5455298400872939,0.9276805972702256,0.6898127804101446,0.6865488426380105,0.3376493694480124,276models
131,0.9770389040654824,0.9038155880522338,0.7892247863118865,0.36903249128612703,0.9191984746265804,0.5469698473187671,0.9284603890909641,0.7018730296973841,0.6882492918987176,0.34460659193876364,276models
132,0.977652675692128,0.9014403921703568,0.7904120822453979,0.3723523371830051,0.9190727017522676,0.5418976416293638,0.9283899562813488,0.7010933867597983,0.6889938673146485,0.3521194575304154,276models
133,0.9783519728733064,0.9135991333347268,0.7903366185208104,0.3651049415576883,0.9178854058187562,0.5437077516953479,0.9278063701445382,0.697153113934852,0.6878971278506422,0.3511349734429411,276models
134,0.9776476447771556,0.9097097699378032,0.7886311383451309,0.3645603282654969,0.9186148884897696,0.5481879301661671,0.9287672749042868,0.7033773723529949,0.688561208627013,0.3555706491738229,276models
135,0.9776073974573756,0.9016538352156924,0.7847321792414387,0.3260836633150429,0.9193896493955356,0.5330079104063942,0.9280126376584108,0.6938259548280562,0.6856432779429595,0.3271790147613558,276models
136,0.9779947779102586,0.9194781735920932,0.7905579787796007,0.3792033741810164,0.9179457767984264,0.5469273285460814,0.928400018111294,0.702023081943574,0.6869261612609485,0.3489584753691058,276models
137,0.9774615009231729,0.9154341548126864,0.7877456973099698,0.34267252066760795,0.9191280418169652,0.5395239624008458,0.928817584054012,0.7043100864701852,0.6860356893108149,0.33666351763203306,276models
